"date","geography","geography code","Rural Urban","Variable: All usual residents; measures: Value","Variable: Males; measures: Value","Variable: Females; measures: Value","Variable: Lives in a household; measures: Value","Variable: Lives in a communal establishment; measures: Value","Variable: Schoolchild or full-time student aged 4 and over at their non term-time address; measures: Value","Variable: Area (Hectares); measures: Value","Variable: Density (number of persons per hectare); measures: Value"
"2011","Barnsley","E08000016","Urban major conurbation",0,0,0,0,0,0,0.00,
"2011","Barnsley","E08000016","Urban minor conurbation",184804,90805,93999,183356,1448,1192,11203.80,16.5
"2011","Barnsley","E08000016","Urban city and town",22244,10952,11292,22210,34,249,3637.08,6.1
"2011","Barnsley","E08000016","Urban city and town in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Barnsley","E08000016","Rural (total)",24173,11877,12296,23973,200,240,18064.43,1.3
"2011","Barnsley","E08000016","Rural town and fringe",14567,7108,7459,14401,166,120,2451.19,5.9
"2011","Barnsley","E08000016","Rural town and fringe in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Barnsley","E08000016","Rural village",5874,2889,2985,5864,10,76,5019.00,1.2
"2011","Barnsley","E08000016","Rural village in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Barnsley","E08000016","Rural hamlet and isolated dwellings",3732,1880,1852,3708,24,44,10594.24,0.4
"2011","Barnsley","E08000016","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Doncaster","E08000017","Total",302402,149230,153172,297200,5202,2764,56799.22,5.3
"2011","Doncaster","E08000017","Urban (total)",260240,127661,132579,257335,2905,2218,21498.14,12.1
"2011","Doncaster","E08000017","Urban major conurbation",0,0,0,0,0,0,0.00,
"2011","Doncaster","E08000017","Urban minor conurbation",215009,105670,109339,212484,2525,1853,12331.40,17.4
"2011","Doncaster","E08000017","Urban city and town",45231,21991,23240,44851,380,365,9166.74,4.9
"2011","Doncaster","E08000017","Urban city and town in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Doncaster","E08000017","Rural (total)",42162,21569,20593,39865,2297,546,35301.08,1.2
"2011","Doncaster","E08000017","Rural town and fringe",27064,13074,13990,26953,111,331,4313.14,6.3
"2011","Doncaster","E08000017","Rural town and fringe in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Doncaster","E08000017","Rural village",10257,5950,4307,8391,1866,130,15982.41,0.6
"2011","Doncaster","E08000017","Rural village in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Doncaster","E08000017","Rural hamlet and isolated dwellings",4841,2545,2296,4521,320,85,15005.53,0.3
"2011","Doncaster","E08000017","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Rotherham","E08000018","Total",257280,126247,131033,255334,1946,2178,28653.77,9.0
"2011","Rotherham","E08000018","Urban (total)",231177,113528,117649,229373,1804,1906,14182.92,16.3
"2011","Rotherham","E08000018","Urban major conurbation",0,0,0,0,0,0,0.00,
"2011","Rotherham","E08000018","Urban minor conurbation",185796,91171,94625,184282,1514,1471,10065.22,18.5
"2011","Rotherham","E08000018","Urban city and town",45381,22357,23024,45091,290,435,4117.70,11.0
"2011","Rotherham","E08000018","Urban city and town in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Rotherham","E08000018","Rural (total)",26103,12719,13384,25961,142,272,14470.85,1.8
"2011","Rotherham","E08000018","Rural town and fringe",20435,9963,10472,20349,86,203,3363.76,6.1
"2011","Rotherham","E08000018","Rural town and fringe in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Rotherham","E08000018","Rural village",3893,1892,2001,3839,54,39,5336.54,0.7
"2011","Rotherham","E08000018","Rural village in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Rotherham","E08000018","Rural hamlet and isolated dwellings",1775,864,911,1773,2,30,5770.55,0.3
"2011","Rotherham","E08000018","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Sheffield","E08000019","Total",552698,272661,280037,539064,13634,5017,36794.79,15.0
"2011","Sheffield","E08000019","Urban (total)",543008,267883,275125,529439,13569,4893,18496.64,29.4
"2011","Sheffield","E08000019","Urban major conurbation",0,0,0,0,0,0,0.00,
"2011","Sheffield","E08000019","Urban minor conurbation",525842,259429,266413,512500,13342,4708,16517.65,31.8
"2011","Sheffield","E08000019","Urban city and town",17166,8454,8712,16939,227,185,1978.99,8.7
"2011","Sheffield","E08000019","Urban city and town in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Sheffield","E08000019","Rural (total)",9690,4778,4912,9625,65,124,18298.15,0.5
"2011","Sheffield","E08000019","Rural town and fringe",6060,2977,3083,6040,20,73,604.63,10.0
"2011","Sheffield","E08000019","Rural town and fringe in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Sheffield","E08000019","Rural village",1630,813,817,1630,0,18,1741.68,0.9
"2011","Sheffield","E08000019","Rural village in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Sheffield","E08000019","Rural hamlet and isolated dwellings",2000,988,1012,1955,45,33,15951.84,0.1
"2011","Sheffield","E08000019","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Bradford","E08000032","Total",522452,257132,265320,515315,7137,4896,36641.72,14.3
"2011","Bradford","E08000032","Urban (total)",486624,239981,246643,480220,6404,4370,18941.22,25.7
"2011","Bradford","E08000032","Urban major conurbation",398239,197007,201232,392854,5385,3255,11455.85,34.8
"2011","Bradford","E08000032","Urban minor conurbation",0,0,0,0,0,0,0.00,
"2011","Bradford","E08000032","Urban city and town",88385,42974,45411,87366,1019,1115,7485.37,11.8
"2011","Bradford","E08000032","Urban city and town in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Bradford","E08000032","Rural (total)",35828,17151,18677,35095,733,526,17700.50,2.0
"2011","Bradford","E08000032","Rural town and fringe",26924,12661,14263,26279,645,382,2277.90,11.8
"2011","Bradford","E08000032","Rural town and fringe in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Bradford","E08000032","Rural village",1131,572,559,1131,0,11,1199.90,0.9
"2011","Bradford","E08000032","Rural village in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Bradford","E08000032","Rural hamlet and isolated dwellings",7773,3918,3855,7685,88,133,14222.70,0.5
"2011","Bradford","E08000032","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Calderdale","E08000033","Total",203826,99627,104199,202376,1450,2168,36392.21,5.6
"2011","Calderdale","E08000033","Urban (total)",164600,80499,84101,163280,1320,1567,8276.20,19.9
"2011","Calderdale","E08000033","Urban major conurbation",148908,72941,75967,147784,1124,1382,6698.72,22.2
"2011","Calderdale","E08000033","Urban minor conurbation",0,0,0,0,0,0,0.00,
"2011","Calderdale","E08000033","Urban city and town",15692,7558,8134,15496,196,185,1577.48,9.9
"2011","Calderdale","E08000033","Urban city and town in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Calderdale","E08000033","Rural (total)",39226,19128,20098,39096,130,601,28116.01,1.4
"2011","Calderdale","E08000033","Rural town and fringe",20266,9710,10556,20166,100,261,1712.65,11.8
"2011","Calderdale","E08000033","Rural town and fringe in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Calderdale","E08000033","Rural village",7292,3612,3680,7280,12,132,3937.60,1.9
"2011","Calderdale","E08000033","Rural village in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Calderdale","E08000033","Rural hamlet and isolated dwellings",11668,5806,5862,11650,18,208,22465.76,0.5
"2011","Calderdale","E08000033","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Kirklees","E08000034","Total",422458,208657,213801,416840,5618,4014,40859.65,10.3
"2011","Kirklees","E08000034","Urban (total)",373540,184576,188964,369389,4151,3255,17980.91,20.8
"2011","Kirklees","E08000034","Urban major conurbation",351616,173845,177771,347604,4012,2949,15073.43,23.3
"2011","Kirklees","E08000034","Urban minor conurbation",0,0,0,0,0,0,0.00,
"2011","Kirklees","E08000034","Urban city and town",21924,10731,11193,21785,139,306,2907.48,7.5
"2011","Kirklees","E08000034","Urban city and town in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Kirklees","E08000034","Rural (total)",48918,24081,24837,47451,1467,759,22878.74,2.1
"2011","Kirklees","E08000034","Rural town and fringe",33271,16279,16992,33075,196,472,7447.32,4.5
"2011","Kirklees","E08000034","Rural town and fringe in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Kirklees","E08000034","Rural village",8983,4454,4529,7822,1161,170,7491.62,1.2
"2011","Kirklees","E08000034","Rural village in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Kirklees","E08000034","Rural hamlet and isolated dwellings",6664,3348,3316,6554,110,117,7939.80,0.8
"2011","Kirklees","E08000034","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Leeds","E08000035","Total",751485,367935,383550,731373,20112,7700,55172.44,13.6
"2011","Leeds","E08000035","Urban (total)",708450,346575,361875,689296,19154,6963,32990.47,21.5
"2011","Leeds","E08000035","Urban major conurbation",656134,321274,334860,637599,18535,6314,25834.41,25.4
"2011","Leeds","E08000035","Urban minor conurbation",0,0,0,0,0,0,0.00,
"2011","Leeds","E08000035","Urban city and town",52316,25301,27015,51697,619,649,7156.06,7.3
"2011","Leeds","E08000035","Urban city and town in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Leeds","E08000035","Rural (total)",43035,21360,21675,42077,958,737,22181.97,1.9
"2011","Leeds","E08000035","Rural town and fringe",30197,14564,15633,30056,141,485,4813.43,6.3
"2011","Leeds","E08000035","Rural town and fringe in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Leeds","E08000035","Rural village",9115,4909,4206,8301,814,186,9988.27,0.9
"2011","Leeds","E08000035","Rural village in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Leeds","E08000035","Rural hamlet and isolated dwellings",3723,1887,1836,3720,3,66,7380.27,0.5
"2011","Leeds","E08000035","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Wakefield","E08000036","Total",325837,159913,165924,322264,3573,2843,33861.24,9.6
"2011","Wakefield","E08000036","Urban (total)",268009,131728,136281,265139,2870,2297,16942.83,15.8
"2011","Wakefield","E08000036","Urban major conurbation",129269,63823,65446,127452,1817,1257,6990.41,18.5
"2011","Wakefield","E08000036","Urban minor conurbation",0,0,0,0,0,0,0.00,
"2011","Wakefield","E08000036","Urban city and town",138740,67905,70835,137687,1053,1040,9952.42,13.9
"2011","Wakefield","E08000036","Urban city and town in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Wakefield","E08000036","Rural (total)",57828,28185,29643,57125,703,546,16918.41,3.4
"2011","Wakefield","E08000036","Rural town and fringe",44793,21957,22836,44455,338,325,5271.89,8.5
"2011","Wakefield","E08000036","Rural town and fringe in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Wakefield","E08000036","Rural village",10504,5132,5372,10475,29,192,7126.66,1.5
"2011","Wakefield","E08000036","Rural village in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Wakefield","E08000036","Rural hamlet and isolated dwellings",2531,1096,1435,2195,336,29,4519.86,0.6
"2011","Wakefield","E08000036","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Derby","E06000015","Total",248752,123046,125706,244625,4127,2431,7803.11,31.9
"2011","Derby","E06000015","Urban (total)",248752,123046,125706,244625,4127,2431,7803.11,31.9
"2011","Derby","E06000015","Urban major conurbation",0,0,0,0,0,0,0.00,
"2011","Derby","E06000015","Urban minor conurbation",0,0,0,0,0,0,0.00,
"2011","Derby","E06000015","Urban city and town",248752,123046,125706,244625,4127,2431,7803.11,31.9
"2011","Derby","E06000015","Urban city and town in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Derby","E06000015","Rural (total)",0,0,0,0,0,0,0.00,
"2011","Derby","E06000015","Rural town and fringe",0,0,0,0,0,0,0.00,
"2011","Derby","E06000015","Rural town and fringe in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Derby","E06000015","Rural village",0,0,0,0,0,0,0.00,
"2011","Derby","E06000015","Rural village in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Derby","E06000015","Rural hamlet and isolated dwellings",0,0,0,0,0,0,0.00,
"2011","Derby","E06000015","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Leicester","E06000016","Total",329839,162884,166955,321527,8312,3332,7331.48,45.0
"2011","Leicester","E06000016","Urban (total)",329283,162614,166669,320971,8312,3313,7107.14,46.3
"2011","Leicester","E06000016","Urban major conurbation",0,0,0,0,0,0,0.00,
"2011","Leicester","E06000016","Urban minor conurbation",0,0,0,0,0,0,0.00,
"2011","Leicester","E06000016","Urban city and town",329283,162614,166669,320971,8312,3313,7107.14,46.3
"2011","Leicester","E06000016","Urban city and town in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Leicester","E06000016","Rural (total)",556,270,286,556,0,19,224.34,2.5
"2011","Leicester","E06000016","Rural town and fringe",0,0,0,0,0,0,0.00,
"2011","Leicester","E06000016","Rural town and fringe in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Leicester","E06000016","Rural village",0,0,0,0,0,0,0.00,
"2011","Leicester","E06000016","Rural village in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Leicester","E06000016","Rural hamlet and isolated dwellings",556,270,286,556,0,19,224.34,2.5
"2011","Leicester","E06000016","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Nottingham","E06000018","Total",305680,153777,151903,289738,15942,2556,7461.16,41.0
"2011","Nottingham","E06000018","Urban (total)",305680,153777,151903,289738,15942,2556,7461.16,41.0
"2011","Nottingham","E06000018","Urban major conurbation",0,0,0,0,0,0,0.00,
"2011","Nottingham","E06000018","Urban minor conurbation",305680,153777,151903,289738,15942,2556,7461.16,41.0
"2011","Nottingham","E06000018","Urban city and town",0,0,0,0,0,0,0.00,
"2011","Nottingham","E06000018","Urban city and town in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Nottingham","E06000018","Rural (total)",0,0,0,0,0,0,0.00,
"2011","Nottingham","E06000018","Rural town and fringe",0,0,0,0,0,0,0.00,
"2011","Nottingham","E06000018","Rural town and fringe in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Nottingham","E06000018","Rural village",0,0,0,0,0,0,0.00,
"2011","Nottingham","E06000018","Rural village in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Nottingham","E06000018","Rural hamlet and isolated dwellings",0,0,0,0,0,0,0.00,
"2011","Nottingham","E06000018","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Rutland","E06000017","Total",37369,18915,18454,34252,3117,842,38151.51,1.0
"2011","Rutland","E06000017","Urban (total)",11522,5588,5934,10979,543,217,2365.39,4.9
"2011","Rutland","E06000017","Urban major conurbation",0,0,0,0,0,0,0.00,
"2011","Rutland","E06000017","Urban minor conurbation",0,0,0,0,0,0,0.00,
"2011","Rutland","E06000017","Urban city and town",11522,5588,5934,10979,543,217,2365.39,4.9
"2011","Rutland","E06000017","Urban city and town in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Rutland","E06000017","Rural (total)",25847,13327,12520,23273,2574,625,35786.12,0.7
"2011","Rutland","E06000017","Rural town and fringe",9181,4563,4618,8154,1027,194,3649.85,2.5
"2011","Rutland","E06000017","Rural town and fringe in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Rutland","E06000017","Rural village",16038,8461,7577,14506,1532,420,30433.18,0.5
"2011","Rutland","E06000017","Rural village in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Rutland","E06000017","Rural hamlet and isolated dwellings",628,303,325,613,15,11,1703.09,0.4
"2011","Rutland","E06000017","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Derbyshire","E10000007","Total",769686,378786,390900,760840,8846,8700,254669.96,3.0
"2011","Derbyshire","E10000007","Urban (total)",561502,275867,285635,556145,5357,5561,52962.21,10.6
"2011","Derbyshire","E10000007","Urban major conurbation",31080,15234,15846,30848,232,403,1428.13,21.8
"2011","Derbyshire","E10000007","Urban minor conurbation",207595,102083,105512,205784,1811,1641,13011.49,16.0
"2011","Derbyshire","E10000007","Urban city and town",322827,158550,164277,319513,3314,3517,38522.59,8.4
"2011","Derbyshire","E10000007","Urban city and town in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Derbyshire","E10000007","Rural (total)",208184,102919,105265,204695,3489,3139,201707.75,1.0
"2011","Derbyshire","E10000007","Rural town and fringe",112290,55136,57154,110690,1600,1400,18887.55,5.9
"2011","Derbyshire","E10000007","Rural town and fringe in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Derbyshire","E10000007","Rural village",64908,32268,32640,63931,977,1155,72348.24,0.9
"2011","Derbyshire","E10000007","Rural village in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Derbyshire","E10000007","Rural hamlet and isolated dwellings",30986,15515,15471,30074,912,584,110471.96,0.3
"2011","Derbyshire","E10000007","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Leicestershire","E10000018","Total",650489,321416,329073,636274,14215,9344,208287.86,3.1
"2011","Leicestershire","E10000018","Urban (total)",451913,223110,228803,440191,11722,5949,36292.73,12.5
"2011","Leicestershire","E10000018","Urban major conurbation",0,0,0,0,0,0,0.00,
"2011","Leicestershire","E10000018","Urban minor conurbation",0,0,0,0,0,0,0.00,
"2011","Leicestershire","E10000018","Urban city and town",451913,223110,228803,440191,11722,5949,36292.73,12.5
"2011","Leicestershire","E10000018","Urban city and town in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Leicestershire","E10000018","Rural (total)",198576,98306,100270,196083,2493,3395,171995.13,1.2
"2011","Leicestershire","E10000018","Rural town and fringe",114901,56346,58555,114232,669,1606,19377.73,5.9
"2011","Leicestershire","E10000018","Rural town and fringe in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Leicestershire","E10000018","Rural village",69471,34467,35004,68649,822,1480,103656.30,0.7
"2011","Leicestershire","E10000018","Rural village in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Leicestershire","E10000018","Rural hamlet and isolated dwellings",14204,7493,6711,13202,1002,309,48961.10,0.3
"2011","Leicestershire","E10000018","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Lincolnshire","E10000019","Total",713653,347605,366048,698748,14905,9048,592061.92,1.2
"2011","Lincolnshire","E10000019","Urban (total)",370388,179323,191065,360413,9975,4146,31305.38,11.8
"2011","Lincolnshire","E10000019","Urban major conurbation",0,0,0,0,0,0,0.00,
"2011","Lincolnshire","E10000019","Urban minor conurbation",0,0,0,0,0,0,0.00,
"2011","Lincolnshire","E10000019","Urban city and town",358224,173529,184695,348543,9681,4076,28990.12,12.4
"2011","Lincolnshire","E10000019","Urban city and town in a sparse setting",12164,5794,6370,11870,294,70,2315.26,5.3
"2011","Lincolnshire","E10000019","Rural (total)",343265,168282,174983,338335,4930,4902,560756.54,0.6
"2011","Lincolnshire","E10000019","Rural town and fringe",146932,71274,75658,145021,1911,1825,40352.96,3.6
"2011","Lincolnshire","E10000019","Rural town and fringe in a sparse setting",6504,3050,3454,6389,115,46,1389.63,4.7
"2011","Lincolnshire","E10000019","Rural village",120962,59592,61370,119315,1647,2038,216852.64,0.6
"2011","Lincolnshire","E10000019","Rural village in a sparse setting",11359,5613,5746,11246,113,144,20311.00,0.6
"2011","Lincolnshire","E10000019","Rural hamlet and isolated dwellings",49701,24870,24831,48715,986,739,240866.95,0.2
"2011","Lincolnshire","E10000019","Rural hamlet and isolated dwellings in a sparse setting",7807,3883,3924,7649,158,110,40983.36,0.2
"2011","Northamptonshire","E10000021","Total",691952,341342,350610,681850,10102,9222,236397.29,2.9
"2011","Northamptonshire","E10000021","Urban (total)",471327,231670,239657,465347,5980,4967,24234.61,19.4
"2011","Northamptonshire","E10000021","Urban major conurbation",0,0,0,0,0,0,0.00,
"2011","Northamptonshire","E10000021","Urban minor conurbation",0,0,0,0,0,0,0.00,
"2011","Northamptonshire","E10000021","Urban city and town",471327,231670,239657,465347,5980,4967,24234.61,19.4
"2011","Northamptonshire","E10000021","Urban city and town in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Northamptonshire","E10000021","Rural (total)",220625,109672,110953,216503,4122,4255,212162.68,1.0
"2011","Northamptonshire","E10000021","Rural town and fringe",134088,66255,67833,132092,1996,2011,34110.96,3.9
"2011","Northamptonshire","E10000021","Rural town and fringe in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Northamptonshire","E10000021","Rural village",74005,37180,36825,72082,1923,1856,129201.62,0.6
"2011","Northamptonshire","E10000021","Rural village in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Northamptonshire","E10000021","Rural hamlet and isolated dwellings",12532,6237,6295,12329,203,388,48850.10,0.3
"2011","Northamptonshire","E10000021","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Nottinghamshire","E10000024","Total",785802,386722,399080,774338,11464,8941,208477.38,3.8
"2011","Nottinghamshire","E10000024","Urban (total)",572527,280983,291544,567238,5289,5775,39366.58,14.5
"2011","Nottinghamshire","E10000024","Urban major conurbation",0,0,0,0,0,0,0.00,
"2011","Nottinghamshire","E10000024","Urban minor conurbation",281375,138219,143156,279106,2269,3277,13756.49,20.5
"2011","Nottinghamshire","E10000024","Urban city and town",291152,142764,148388,288132,3020,2498,25610.09,11.4
"2011","Nottinghamshire","E10000024","Urban city and town in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Nottinghamshire","E10000024","Rural (total)",213275,105739,107536,207100,6175,3166,169110.80,1.3
"2011","Nottinghamshire","E10000024","Rural town and fringe",138128,67163,70965,137025,1103,1643,25123.30,5.5
"2011","Nottinghamshire","E10000024","Rural town and fringe in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Nottinghamshire","E10000024","Rural village",57665,29572,28093,54135,3530,1170,84062.97,0.7
"2011","Nottinghamshire","E10000024","Rural village in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Nottinghamshire","E10000024","Rural hamlet and isolated dwellings",17482,9004,8478,15940,1542,353,59924.53,0.3
"2011","Nottinghamshire","E10000024","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Herefordshire, County of","E06000019","Total",183477,90302,93175,180595,2882,3080,217973.24,0.8
"2011","Herefordshire, County of","E06000019","Urban (total)",84335,41296,43039,83178,1157,1017,5827.73,14.5
"2011","Herefordshire, County of","E06000019","Urban major conurbation",0,0,0,0,0,0,0.00,
"2011","Herefordshire, County of","E06000019","Urban minor conurbation",0,0,0,0,0,0,0.00,
"2011","Herefordshire, County of","E06000019","Urban city and town",82342,40313,42029,81194,1148,1003,5653.99,14.6
"2011","Herefordshire, County of","E06000019","Urban city and town in a sparse setting",1993,983,1010,1984,9,14,173.74,11.5
"2011","Herefordshire, County of","E06000019","Rural (total)",99142,49006,50136,97417,1725,2063,212145.51,0.5
"2011","Herefordshire, County of","E06000019","Rural town and fringe",15437,7507,7930,15074,363,154,2567.44,6.0
"2011","Herefordshire, County of","E06000019","Rural town and fringe in a sparse setting",2427,1132,1295,2370,57,35,231.48,10.5
"2011","Herefordshire, County of","E06000019","Rural village",32874,16243,16631,32396,478,662,39728.04,0.8
"2011","Herefordshire, County of","E06000019","Rural village in a sparse setting",6681,3267,3414,6557,124,137,9818.32,0.7
"2011","Herefordshire, County of","E06000019","Rural hamlet and isolated dwellings",30764,15355,15409,30144,620,772,101269.81,0.3
"2011","Herefordshire, County of","E06000019","Rural hamlet and isolated dwellings in a sparse setting",10959,5502,5457,10876,83,303,58530.42,0.2
"2011","Shropshire","E06000051","Total",306129,151606,154523,298183,7946,4905,319730.32,1.0
"2011","Shropshire","E06000051","Urban (total)",130660,64146,66514,128173,2487,1801,7900.01,16.5
"2011","Shropshire","E06000051","Urban major conurbation",0,0,0,0,0,0,0.00,
"2011","Shropshire","E06000051","Urban minor conurbation",0,0,0,0,0,0,0.00,
"2011","Shropshire","E06000051","Urban city and town",120145,59084,61061,117799,2346,1674,7385.52,16.3
"2011","Shropshire","E06000051","Urban city and town in a sparse setting",10515,5062,5453,10374,141,127,514.49,20.4
"2011","Shropshire","E06000051","Rural (total)",175469,87460,88009,170010,5459,3104,311830.31,0.6
"2011","Shropshire","E06000051","Rural town and fringe",65308,31894,33414,64393,915,881,10700.30,6.1
"2011","Shropshire","E06000051","Rural town and fringe in a sparse setting",4392,2177,2215,4268,124,48,1437.59,3.1
"2011","Shropshire","E06000051","Rural village",42946,21411,21535,41363,1583,767,57716.82,0.7
"2011","Shropshire","E06000051","Rural village in a sparse setting",4619,2280,2339,4617,2,112,9420.74,0.5
"2011","Shropshire","E06000051","Rural hamlet and isolated dwellings",49423,25241,24182,46784,2639,1120,173054.54,0.3
"2011","Shropshire","E06000051","Rural hamlet and isolated dwellings in a sparse setting",8781,4457,4324,8585,196,176,59500.32,0.1
"2011","Stoke-on-Trent","E06000021","Total",249008,123995,125013,246075,2933,1545,9345.02,26.6
"2011","Stoke-on-Trent","E06000021","Urban (total)",248337,123662,124675,245450,2887,1543,9089.23,27.3
"2011","Stoke-on-Trent","E06000021","Urban major conurbation",0,0,0,0,0,0,0.00,
"2011","Stoke-on-Trent","E06000021","Urban minor conurbation",0,0,0,0,0,0,0.00,
"2011","Stoke-on-Trent","E06000021","Urban city and town",248337,123662,124675,245450,2887,1543,9089.23,27.3
"2011","Stoke-on-Trent","E06000021","Urban city and town in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Stoke-on-Trent","E06000021","Rural (total)",671,333,338,625,46,2,255.79,2.6
"2011","Stoke-on-Trent","E06000021","Rural town and fringe",0,0,0,0,0,0,0.00,
"2011","Stoke-on-Trent","E06000021","Rural town and fringe in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Stoke-on-Trent","E06000021","Rural village",483,232,251,449,34,1,108.90,4.4
"2011","Stoke-on-Trent","E06000021","Rural village in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Stoke-on-Trent","E06000021","Rural hamlet and isolated dwellings",188,101,87,176,12,1,146.89,1.3
"2011","Stoke-on-Trent","E06000021","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Telford and Wrekin","E06000020","Total",166641,82549,84092,164440,2201,1813,29031.32,5.7
"2011","Telford and Wrekin","E06000020","Urban (total)",155464,76950,78514,154213,1251,1582,9771.48,15.9
"2011","Telford and Wrekin","E06000020","Urban major conurbation",0,0,0,0,0,0,0.00,
"2011","Telford and Wrekin","E06000020","Urban minor conurbation",0,0,0,0,0,0,0.00,
"2011","Telford and Wrekin","E06000020","Urban city and town",155464,76950,78514,154213,1251,1582,9771.48,15.9
"2011","Telford and Wrekin","E06000020","Urban city and town in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Telford and Wrekin","E06000020","Rural (total)",11177,5599,5578,10227,950,231,19259.84,0.6
"2011","Telford and Wrekin","E06000020","Rural town and fringe",632,318,314,628,4,10,94.18,6.7
"2011","Telford and Wrekin","E06000020","Rural town and fringe in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Telford and Wrekin","E06000020","Rural village",5793,2896,2897,5767,26,108,6587.21,0.9
"2011","Telford and Wrekin","E06000020","Rural village in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Telford and Wrekin","E06000020","Rural hamlet and isolated dwellings",4752,2385,2367,3832,920,113,12578.45,0.4
"2011","Telford and Wrekin","E06000020","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Staffordshire","E10000028","Total",848489,419918,428571,832952,15537,9941,262027.95,3.2
