"date","geography","geography code","Year Last Worked: All categories: Year last worked; Age: All categories: Age 16 and over; measures: Value","Year Last Worked: All categories: Year last worked; Age: Age 16 to 24; measures: Value","Year Last Worked: All categories: Year last worked; Age: Age 25 to 34; measures: Value","Year Last Worked: All categories: Year last worked; Age: Age 35 to 49; measures: Value","Year Last Worked: All categories: Year last worked; Age: Age 50 to 64; measures: Value","Year Last Worked: All categories: Year last worked; Age: Age 65 and over; measures: Value","Year Last Worked: In employment; Age: All categories: Age 16 and over; measures: Value","Year Last Worked: In employment; Age: Age 16 to 24; measures: Value","Year Last Worked: In employment; Age: Age 25 to 34; measures: Value","Year Last Worked: In employment; Age: Age 35 to 49; measures: Value","Year Last Worked: In employment; Age: Age 50 to 64; measures: Value","Year Last Worked: In employment; Age: Age 65 and over; measures: Value","Year Last Worked: Not in employment: Total; Age: All categories: Age 16 and over; measures: Value","Year Last Worked: Not in employment: Total; Age: Age 16 to 24; measures: Value","Year Last Worked: Not in employment: Total; Age: Age 25 to 34; measures: Value","Year Last Worked: Not in employment: Total; Age: Age 35 to 49; measures: Value","Year Last Worked: Not in employment: Total; Age: Age 50 to 64; measures: Value","Year Last Worked: Not in employment: Total; Age: Age 65 and over; measures: Value","Year Last Worked: Last worked in 2011; Age: All categories: Age 16 and over; measures: Value","Year Last Worked: Last worked in 2011; Age: Age 16 to 24; measures: Value","Year Last Worked: Last worked in 2011; Age: Age 25 to 34; measures: Value","Year Last Worked: Last worked in 2011; Age: Age 35 to 49; measures: Value","Year Last Worked: Last worked in 2011; Age: Age 50 to 64; measures: Value","Year Last Worked: Last worked in 2011; Age: Age 65 and over; measures: Value","Year Last Worked: Last worked in 2010; Age: All categories: Age 16 and over; measures: Value","Year Last Worked: Last worked in 2010; Age: Age 16 to 24; measures: Value","Year Last Worked: Last worked in 2010; Age: Age 25 to 34; measures: Value","Year Last Worked: Last worked in 2010; Age: Age 35 to 49; measures: Value","Year Last Worked: Last worked in 2010; Age: Age 50 to 64; measures: Value","Year Last Worked: Last worked in 2010; Age: Age 65 and over; measures: Value","Year Last Worked: Last worked in 2009; Age: All categories: Age 16 and over; measures: Value","Year Last Worked: Last worked in 2009; Age: Age 16 to 24; measures: Value","Year Last Worked: Last worked in 2009; Age: Age 25 to 34; measures: Value","Year Last Worked: Last worked in 2009; Age: Age 35 to 49; measures: Value","Year Last Worked: Last worked in 2009; Age: Age 50 to 64; measures: Value","Year Last Worked: Last worked in 2009; Age: Age 65 and over; measures: Value","Year Last Worked: Last worked in 2008; Age: All categories: Age 16 and over; measures: Value","Year Last Worked: Last worked in 2008; Age: Age 16 to 24; measures: Value","Year Last Worked: Last worked in 2008; Age: Age 25 to 34; measures: Value","Year Last Worked: Last worked in 2008; Age: Age 35 to 49; measures: Value","Year Last Worked: Last worked in 2008; Age: Age 50 to 64; measures: Value","Year Last Worked: Last worked in 2008; Age: Age 65 and over; measures: Value","Year Last Worked: Last worked in 2007; Age: All categories: Age 16 and over; measures: Value","Year Last Worked: Last worked in 2007; Age: Age 16 to 24; measures: Value","Year Last Worked: Last worked in 2007; Age: Age 25 to 34; measures: Value","Year Last Worked: Last worked in 2007; Age: Age 35 to 49; measures: Value","Year Last Worked: Last worked in 2007; Age: Age 50 to 64; measures: Value","Year Last Worked: Last worked in 2007; Age: Age 65 and over; measures: Value","Year Last Worked: Last worked in 2006; Age: All categories: Age 16 and over; measures: Value","Year Last Worked: Last worked in 2006; Age: Age 16 to 24; measures: Value","Year Last Worked: Last worked in 2006; Age: Age 25 to 34; measures: Value","Year Last Worked: Last worked in 2006; Age: Age 35 to 49; measures: Value","Year Last Worked: Last worked in 2006; Age: Age 50 to 64; measures: Value","Year Last Worked: Last worked in 2006; Age: Age 65 and over; measures: Value","Year Last Worked: Last worked in 2001 - 2005; Age: All categories: Age 16 and over; measures: Value","Year Last Worked: Last worked in 2001 - 2005; Age: Age 16 to 24; measures: Value","Year Last Worked: Last worked in 2001 - 2005; Age: Age 25 to 34; measures: Value","Year Last Worked: Last worked in 2001 - 2005; Age: Age 35 to 49; measures: Value","Year Last Worked: Last worked in 2001 - 2005; Age: Age 50 to 64; measures: Value","Year Last Worked: Last worked in 2001 - 2005; Age: Age 65 and over; measures: Value","Year Last Worked: Last worked before 2001; Age: All categories: Age 16 and over; measures: Value","Year Last Worked: Last worked before 2001; Age: Age 16 to 24; measures: Value","Year Last Worked: Last worked before 2001; Age: Age 25 to 34; measures: Value","Year Last Worked: Last worked before 2001; Age: Age 35 to 49; measures: Value","Year Last Worked: Last worked before 2001; Age: Age 50 to 64; measures: Value","Year Last Worked: Last worked before 2001; Age: Age 65 and over; measures: Value","Year Last Worked: Never worked; Age: All categories: Age 16 and over; measures: Value","Year Last Worked: Never worked; Age: Age 16 to 24; measures: Value","Year Last Worked: Never worked; Age: Age 25 to 34; measures: Value","Year Last Worked: Never worked; Age: Age 35 to 49; measures: Value","Year Last Worked: Never worked; Age: Age 50 to 64; measures: Value","Year Last Worked: Never worked; Age: Age 65 and over; measures: Value"
"2011","Lewisham","E09000023",218749,33811,55128,66613,37062,26135,136570,14872,43127,51456,24195,2920,82179,18939,12001,15157,12867,23215,2890,972,767,665,353,133,10740,3315,2732,2456,1597,640,5432,1055,1268,1404,1155,550,3883,534,965,928,906,550,2637,237,581,622,703,494,2250,149,408,583,562,548,8562,223,1236,2041,1895,3167,21813,66,455,2552,3910,14830,23972,12388,3589,3906,1786,2303
"2011","Newham","E09000025",238090,48908,72332,62186,34071,20593,132787,19805,50025,42228,19035,1694,105303,29103,22307,19958,15036,18899,3209,1154,1113,606,276,60,11887,3863,4029,2315,1281,399,5602,1223,1740,1337,916,386,3764,665,1052,906,757,384,2387,276,643,634,508,326,2072,155,507,517,519,374,7676,208,1606,1919,1790,2153,18431,76,660,2689,4203,10803,50275,21483,10957,9035,4786,4014
"2011","Southwark","E09000028",234901,39978,68022,68346,36226,22329,147995,15979,54337,52145,22787,2747,86906,23999,13685,16201,13439,19582,3305,1219,967,724,303,92,12965,4790,3431,2713,1476,555,6201,1488,1513,1585,1129,486,4000,782,932,1004,824,458,2541,305,543,662,628,403,2183,183,375,578,571,476,8065,213,1141,2138,1879,2694,19618,52,456,2834,4373,11903,28028,14967,4327,3963,2256,2515
"2011","Tower Hamlets","E09000030",203953,42781,73185,48995,23422,15570,121244,18673,56183,33273,11645,1470,82709,24108,17002,15722,11777,14100,2895,1219,1045,442,141,48,10671,4449,3351,1779,827,265,4722,1331,1536,1002,589,264,3161,710,981,760,499,211,2171,372,693,536,380,190,1620,165,487,408,337,223,6353,205,1590,1722,1414,1422,14631,36,632,2447,3527,7989,36485,15621,6687,6626,4063,3488
"2011","Wandsworth","E09000032",255989,33861,88957,70163,36097,26911,179439,17658,78288,55468,24009,4016,76550,16203,10669,14695,12088,22895,2980,978,899,641,311,151,10319,3280,2840,2197,1338,664,5165,951,1186,1307,1073,648,3767,510,792,1000,856,609,2615,219,536,760,609,491,2148,121,339,585,521,582,8694,207,1013,2297,1889,3288,20891,53,351,2560,3924,14003,19971,9884,2713,3348,1567,2459
"2011","Westminster","E09000033",186812,25911,54219,51383,30785,24514,112518,9045,42349,36980,18865,5279,74294,16866,11870,14403,11920,19235,2020,584,672,417,239,108,9064,2561,2971,1815,1022,695,4363,741,1229,1090,789,514,3122,404,742,799,679,498,2024,164,416,581,471,392,1907,90,378,518,450,471,7195,105,928,1922,1565,2675,17561,36,325,2367,3893,10940,27038,12181,4209,4894,2812,2942
"2011","Barking and Dagenham","E09000002",137613,23104,30212,40438,24538,19321,75493,9561,20328,29163,14949,1492,62120,13543,9884,11275,9589,17829,1621,584,401,389,176,71,6080,1638,1728,1365,972,377,3722,606,929,951,819,417,2806,400,733,665,633,375,1924,209,488,460,458,309,1664,134,374,406,397,353,6367,171,1220,1371,1424,2181,18249,40,519,2485,3318,11887,19687,9761,3492,3183,1392,1859
"2011","Barnet","E09000003",282152,40143,61596,77672,55309,47432,172470,16847,48131,60637,38687,8168,109682,23296,13465,17035,16622,39264,3206,1032,869,652,433,220,11621,3242,2833,2332,1980,1234,6392,944,1404,1472,1476,1096,4665,493,979,1057,1175,961,3293,231,616,744,908,794,3008,115,452,671,799,971,12158,148,1313,2549,2483,5665,32305,79,453,3030,4854,23889,33034,17012,4546,4528,2514,4434
"2011","Bexley","E09000004",184431,27309,28514,50667,40729,37212,110680,14464,22575,41825,28410,3406,73751,12845,5939,8842,12319,33806,1969,678,345,417,380,149,6848,1937,1195,1285,1595,836,4384,652,706,856,1339,831,3362,367,507,625,1044,819,2515,190,351,424,839,711,2368,105,264,412,727,860,9666,148,895,1533,2034,5056,28516,48,382,1966,3534,22586,14123,8720,1294,1324,827,1958
"2011","Brent","E09000005",248458,39066,64888,66644,45184,32676,148292,16051,49690,49373,28916,4262,100166,23015,15198,17271,16268,28414,2956,899,954,626,323,154,11471,3240,3154,2419,1833,825,5837,1015,1454,1361,1317,690,4070,499,933,910,1053,675,2764,208,549,628,753,626,2543,129,423,542,689,760,9580,167,1122,2005,2340,3946,23084,67,419,2279,4504,15815,37861,16791,6190,6501,3456,4923
"2011","Bromley","E09000006",248806,30213,38951,71380,56225,52037,152363,15974,31972,59085,39417,5915,96443,14239,6979,12295,16808,46122,2387,664,460,549,471,243,8976,1939,1473,1871,2379,1314,5755,645,828,1176,1877,1229,4293,325,580,880,1414,1094,3473,185,407,669,1175,1037,3147,127,348,548,940,1184,12859,125,1089,2291,2820,6534,39299,47,388,2756,4866,31242,16254,10182,1406,1555,866,2245
"2011","Croydon","E09000008",284268,42245,56334,82325,58989,44375,173926,19232,43583,64948,40917,5246,110342,23013,12751,17377,18072,39129,3129,938,704,771,526,190,11757,3050,2575,2639,2386,1107,6877,1130,1357,1532,1791,1067,5273,674,918,1145,1524,1012,3898,337,620,813,1184,944,3433,216,502,683,943,1089,13134,296,1611,2504,2888,5835,33307,90,688,3214,4820,24495,29534,16282,3776,4076,2010,3390
"2011","Ealing","E09000009",269572,39202,67575,76746,49822,36227,165800,16976,52994,58393,32896,4541,103772,22226,14581,18353,16926,31686,2820,910,751,643,377,139,10739,2891,2825,2314,1826,883,5988,1001,1353,1420,1441,773,4639,542,1030,1117,1195,755,3046,235,564,724,833,690,2844,123,448,676,793,804,10534,169,1207,2306,2521,4331,26611,66,438,2704,4732,18671,36551,16289,5965,6449,3208,4640
"2011","Enfield","E09000010",242465,37984,49086,68953,47609,38833,138390,15470,35587,51052,31763,4518,104075,22514,13499,17901,15846,34315,2626,949,539,620,366,152,10161,2978,2401,2161,1730,891,5910,1058,1214,1401,1360,877,4431,577,964,974,1118,798,3094,250,646,658,778,762,2902,185,466,609,743,899,11063,224,1448,2162,2415,4814,29818,84,593,2980,4647,21514,34070,16209,5228,6336,2689,3608
"2011","Greenwich","E09000011",199163,32908,47326,57506,35307,26116,118330,14310,35591,43276,22384,2769,80833,18598,11735,14230,12923,23347,2483,921,582,534,322,124,9829,3040,2443,2203,1492,651,5398,999,1230,1296,1199,674,3615,541,816,868,843,547,2575,273,564,619,633,486,2251,148,403,505,594,601,8698,223,1334,1971,1925,3245,21959,69,534,2540,4072,14744,24025,12384,3829,3694,1843,2275
"2011","Harrow","E09000015",190998,28039,38953,50088,40251,33667,114755,11953,30550,39600,28055,4597,76243,16086,8403,10488,12196,29070,2016,616,471,464,321,144,7573,2067,1742,1382,1580,802,4153,648,827,776,1168,734,3123,367,569,576,908,703,2242,183,356,462,645,596,2056,89,282,412,593,680,8296,96,662,1518,1986,4034,22062,43,238,1542,3098,17141,24722,11977,3256,3356,1897,4236
"2011","Havering","E09000016",192844,27202,29146,49464,44755,42277,113551,15327,23294,40568,30435,3927,79293,11875,5852,8896,14320,38350,1832,584,333,375,394,146,7036,1799,1243,1258,1822,914,4598,606,727,834,1553,878,3485,323,489,565,1248,860,2759,183,350,414,962,850,2516,116,294,376,824,906,10366,157,927,1631,2321,5330,33740,28,399,2334,4407,26572,12961,8079,1090,1109,789,1894
"2011","Hillingdon","E09000017",217043,37570,42385,59032,42878,35178,130973,16954,32426,47759,29907,3927,86070,20616,9959,11273,12971,31251,2472,1023,507,448,340,154,10043,3843,2037,1572,1660,931,5265,1049,962,985,1391,878,3787,542,737,753,1009,746,2751,249,505,508,754,735,2525,110,356,438,749,872,9756,205,1016,1730,2088,4717,25520,40,435,1984,3505,19556,23951,13555,3404,2855,1475,2662
"2011","Hounslow","E09000018",202424,30325,51696,55992,37552,26859,127613,14034,40603,44190,25498,3288,74811,16291,11093,11802,12054,23571,2207,675,644,476,285,127,8439,2460,2160,1772,1381,666,4677,818,1071,912,1160,716,3394,461,759,707,840,627,2420,211,536,528,639,506,2110,104,406,432,574,594,8309,171,1146,1678,1813,3501,19803,57,394,1886,3402,14064,23452,11334,3977,3411,1960,2770
"2011","Kingston upon Thames","E09000021",129790,21570,25714,36690,25458,20358,82434,9765,21206,30391,18415,2657,47356,11805,4508,6299,7043,17701,1643,707,307,297,220,112,6591,2934,1098,940,1055,564,3193,776,525,593,797,502,2324,453,344,465,618,444,1528,170,235,307,394,422,1307,63,158,257,379,450,5321,81,461,1060,1135,2584,14281,34,163,1063,1802,11219,11168,6587,1217,1317,643,1404
"2011","Merton","E09000024",160840,20719,40781,46798,29420,23122,105369,10065,33949,37717,20623,3015,55471,10654,6832,9081,8797,20107,1733,492,471,401,259,110,6226,1515,1564,1315,1230,602,3408,471,718,802,869,548,2467,240,491,597,658,481,1899,147,355,446,493,458,1695,73,236,389,461,536,6611,115,651,1505,1379,2961,17089,36,249,1522,2451,12831,14343,7565,2097,2104,997,1580
"2011","Redbridge","E09000026",216112,33142,47749,58857,42979,33385,125362,13290,35346,44785,28118,3823,90750,19852,12403,14072,14861,29562,2216,689,616,451,333,127,8379,2238,2084,1660,1664,733,4937,725,1141,1007,1338,726,3477,372,763,764,945,633,2702,183,491,613,787,628,2386,102,441,509,673,661,9161,154,1127,1899,2183,3798,25410,73,409,2313,4010,18605,32082,15316,5331,4856,2928,3651
"2011","Richmond upon Thames","E09000027",150052,16264,28572,47906,32014,25296,99916,7821,24668,40158,23215,4054,50136,8443,3904,7748,8799,21242,1673,555,313,375,290,140,5921,1637,1023,1312,1237,712,3161,405,463,741,913,639,2498,193,363,566,763,613,1867,105,214,429,561,558,1720,47,170,418,452,633,6766,53,452,1609,1507,3145,17771,22,147,1460,2505,13637,8759,5426,759,838,571,1165
"2011","Sutton","E09000029",152158,19674,27488,45078,32685,27233,98207,10813,22795,37731,23573,3295,53951,8861,4693,7347,9112,23938,1406,431,260,319,267,129,5218,1205,1004,1079,1219,711,3411,430,560,679,1006,736,2565,247,370,477,840,631,1936,120,272,365,630,549,1773,66,243,313,526,625,7120,90,674,1308,1496,3552,19936,27,279,1583,2457,15590,10586,6245,1031,1224,671,1415
"2011","Waltham Forest","E09000031",203131,32789,50676,58695,35405,25566,121461,13975,37429,44748,22779,2530,81670,18814,13247,13947,12626,23036,2403,764,737,513,283,106,9000,2544,2657,1852,1393,554,4674,796,1232,1048,1042,556,3553,492,862,785,836,578,2412,214,614,549,560,475,2128,118,434,446,526,604,8240,279,1289,1774,1794,3104,20721,74,439,2251,3587,14370,28539,13533,4983,4729,2605,2689
"2011","Bracknell Forest","E06000036",89743,11972,16135,27398,20091,14147,62184,7512,13853,23864,15119,1836,27559,4460,2282,3534,4972,12311,904,278,164,215,188,59,3044,696,500,659,800,389,2032,212,306,363,714,437,1486,130,240,271,488,357,1112,62,161,204,341,344,1028,26,124,196,289,393,4127,51,352,674,831,2219,9415,12,112,681,1100,7510,4411,2993,323,271,221,603
"2011","Brighton and Hove","E06000043",229024,43541,44957,64137,40697,35692,140638,19383,36686,52652,27671,4246,88386,24158,8271,11485,13026,31446,3858,2167,689,534,310,158,13989,7516,2259,1779,1570,865,6056,1710,1033,1214,1262,837,4100,929,660,809,975,727,2711,306,366,604,771,664,2583,151,345,500,741,846,9810,204,971,1984,2210,4441,28236,56,351,2642,4284,20903,17043,11119,1597,1419,903,2005
"2011","Isle of Wight","E06000046",115589,13244,13030,26853,29508,32954,59735,6992,9917,21269,18555,3002,55854,6252,3113,5584,10953,29952,950,273,120,177,265,115,5251,1423,705,865,1450,808,3166,372,399,572,1117,706,2592,235,265,453,923,716,2099,127,235,303,767,667,1996,94,175,277,689,761,8369,125,513,1000,2141,4590,24861,25,190,1317,3218,20111,6570,3578,511,620,383,1478
"2011","Medway","E06000035",210511,34614,34827,56774,47291,37005,127127,18090,27210,46152,32112,3563,83384,16524,7617,10622,15179,33442,2368,900,420,436,438,174,9061,3011,1466,1631,2000,953,5886,1048,953,1030,1719,1136,4226,552,676,758,1326,914,3185,264,480,534,1060,847,2895,146,360,508,860,1021,11385,219,1317,1882,2604,5363,28365,45,499,2458,4322,21041,16013,10339,1446,1385,850,1993
"2011","Milton Keynes","E06000042",193429,25565,40556,56518,43279,27511,128238,14973,32483,46860,30759,3163,65191,10592,8073,9658,12520,24348,2491,765,539,614,429,144,8144,1960,1678,1710,1960,836,4883,566,981,1025,1468,843,3683,323,691,765,1139,765,2714,210,485,493,850,676,2512,128,398,408,783,795,9122,157,1098,1547,2143,4177,19693,34,381,1629,3018,14631,11949,6449,1822,1467,730,1481
"2011","Portsmouth","E06000044",167256,36423,30851,41512,31058,27412,97004,16037,24083,33573,20839,2472,70252,20386,6768,7939,10219,24940,2897,1749,396,333,300,119,11248,6575,1373,1245,1355,700,5327,1704,1023,816,1115,669,3460,787,596,570,883,624,2335,301,364,366,717,587,1945,126,267,343,579,630,7900,184,956,1340,1726,3694,21240,29,312,1699,2881,16319,13900,8931,1481,1227,663,1598
"2011","Reading","E06000038",125582,22728,30357,33172,21493,17832,80199,11196,24686,27233,15012,2072,45383,11532,5671,5939,6481,15760,2010,1017,410,316,186,81,6648,3121,1222,929,905,471,3385,767,718,611,769,520,2320,436,443,438,559,444,1589,202,297,328,403,359,1311,70,214,256,337,434,5148,118,656,951,1066,2357,12923,16,253,1039,1613,10002,10049,5785,1458,1071,643,1092
"2011","Slough","E06000039",106645,16393,27552,30694,19182,12824,67557,7980,21077,24293,12831,1376,39088,8413,6475,6401,6351,11448,1223,406,318,280,157,62,4415,1311,1137,912,722,333,2629,420,671,580,639,319,1793,228,484,381,420,280,1326,99,322,274,360,271,1154,62,229,236,333,294,4389,91,750,882,1030,1636,9440,27,232,948,1549,6684,12719,5769,2332,1908,1141,1569
"2011","Southampton","E06000045",195534,44787,40385,45085,34501,30776,113043,19661,31359,36015,23010,2998,82491,25126,9026,9070,11491,27778,3351,1946,516,446,307,136,14420,8707,2064,1431,1440,778,5913,1924,1028,893,1281,787,4034,1041,755,559,909,770,2616,398,470,433,681,634,2309,224,390,396,623,676,8920,238,1172,1452,1901,4157,23715,47,395,1855,3431,17987,17213,10601,2236,1605,918,1853
"2011","West Berkshire","E06000037",122731,14879,17812,36190,30224,23626,82149,9276,15397,31413,22679,3384,40582,5603,2415,4777,7545,20242,1143,338,158,254,262,131,4213,871,523,878,1229,712,2770,234,343,495,946,752,2158,149,244,366,713,686,1634,82,163,278,573,538,1456,50,129,233,432,612,6067,63,388,920,1306,3390,15447,19,132,978,1802,12516,5694,3797,335,375,282,905
"2011","Windsor and Maidenhead","E06000040",115900,13606,18519,33466,26232,24077,74499,7666,15790,28602,19082,3359,41401,5940,2729,4864,7150,20718,1047,309,202,206,219,111,4131,964,606,839,1069,653,2654,253,374,547,834,646,1875,128,248,364,617,518,1476,65,158,267,474,512,1469,42,129,275,467,556,5957,37,386,915,1299,3320,16014,23,148,920,1764,13159,6778,4119,478,531,407,1243
"2011","Wokingham","E06000041",123010,14867,17853,36739,29762,23789,81786,9124,15393,32076,22200,2993,41224,5743,2460,4663,7562,20796,1287,427,173,255,300,132,4397,1052,562,826,1215,742,2766,241,329,470,1027,699,2000,121,223,356,686,614,1646,56,134,297,571,588,1512,22,114,261,462,653,6124,38,325,899,1291,3571,15626,10,121,799,1677,13019,5866,3776,479,500,333,778
"2011","Buckinghamshire","E10000002",403234,50416,57526,113942,97199,84151,256783,28571,47923,97331,71567,11391,146451,21845,9603,16611,25632,72760,4231,1410,646,826,889,460,14669,3692,2077,2665,3816,2419,8993,1038,1153,1598,2945,2259,6911,508,820,1194,2331,2058,5223,257,523,914,1662,1867,4998,140,432,838,1475,2113,20894,169,1352,3053,4297,12023,56068,46,500,3411,6590,45521,24464,14585,2100,2112,1627,4040
"2011","East Sussex","E10000011",435515,51668,50597,105383,108104,119763,241553,29081,40280,86351,72697,13144,193962,22587,10317,19032,35407,106619,4087,1276,573,768,910,560,16495,4149,2121,2810,4576,2839,10655,1162,1231,1827,3770,2665,8621,655,944,1386,3114,2522,6736,340,625,956,2478,2337,6634,199,547,938,2152,2798,28039,335,1721,3514,6600,15869,87111,80,683,4704,10212,71432,25584,14391,1872,2129,1595,5597
"2011","Hampshire","E10000014",1071383,134456,145048,288945,259562,243372,669611,83548,122667,249237,186568,27591,401772,50908,22381,39708,72994,215781,10616,3485,1496,1979,2442,1214,38608,9461,4995,6603,10977,6572,25047,2761,2984,4089,8750,6463,19409,1454,2072,3005,6738,6140,15637,778,1590,2351,5489,5429,14585,445,1217,1998,4750,6175,58354,528,3602,7329,12554,34341,167122,156,1218,8547,18491,138710,52394,31840,3207,3807,2803,10737
"2011","Kent","E10000016",1180186,164730,165931,309810,277409,262306,692749,88080,132927,255228,188467,28047,487437,76650,33004,54582,88942,234259,12325,4574,1858,2282,2455,1156,47953,14138,6974,8374,11853,6614,30051,4280,4180,5231,9751,6609,23145,2365,3002,3874,7761,6143,17880,1112,1980,2875,6186,5727,16976,719,1649,2673,5302,6633,68248,884,5359,9913,15429,36663,192379,248,1988,12893,25569,151681,78480,48330,6014,6467,4636,13033
"2011","Oxfordshire","E10000025",531558,82251,90461,139842,115262,103742,336930,41044,73783,120793,86491,14819,194628,41207,16678,19049,28771,88923,6532,2860,1159,932,993,588,26135,10878,4353,3289,4449,3166,13271,2657,2179,2005,3422,3008,9571,1457,1411,1430,2613,2660,7102,605,999,1103,2044,2351,6387,275,735,924,1759,2694,25353,394,1971,3470,4881,14637,66599,63,605,3769,7143,55019,33678,22018,3266,2127,1467,4800
"2011","Surrey","E10000030",913899,115417,134013,258419,211584,194466,578900,63692,113396,220512,154941,26359,334999,51725,20617,37907,56643,168107,9323,3307,1419,1753,1877,967,34339,9891,4788,6001,8412,5247,20843,2715,2691,3779,6559,5099,15652,1343,1859,2797,5031,4622,11866,564,1282,2234,3788,3998,11174,312,1027,2025,3408,4402,45566,405,2865,7461,9389,25446,133721,132,947,8111,15387,109144,52515,33056,3739,3746,2792,9182
"2011","West Sussex","E10000032",661937,77498,90118,171186,156560,166575,397884,47379,75224,145758,110820,18703,264053,30119,14894,25428,45740,147872,6375,2074,923,1285,1381,712,23684,6002,3265,4005,6321,4091,15765,1668,1989,2658,5401,4049,12319,880,1385,1931,4345,3778,9747,454,934,1388,3433,3538,9195,250,780,1315,2869,3981,37977,310,2315,4752,8278,22322,116309,97,803,5520,11894,97995,32682,18384,2500,2574,1818,7406
"2011","Bath and North East Somerset","E06000022",146439,27206,19619,35746,32051,31817,85473,12137,16256,30301,23135,3644,60966,15069,3363,5445,8916,28173,2082,1176,222,281,267,136,9278,5436,899,895,1248,800,3722,983,401,514,1033,791,2664,377,305,381,873,728,1968,170,208,299,646,645,2008,62,191,302,643,810,7230,102,411,1005,1509,4203,22508,25,156,1242,2353,18732,9506,6738,570,526,344,1328
"2011","Bournemouth","E06000028",155224,26788,29244,37045,29836,32311,89720,13485,23877,29532,19735,3091,65504,13303,5367,7513,10101,29220,2377,1234,369,370,285,119,9699,5122,1378,1223,1264,712,4159,1033,678,706,1021,721,2984,482,469,553,845,635,2232,181,290,394,716,651,2056,75,258,357,626,740,7596,92,659,1228,1728,3889,25043,36,240,1711,3038,20018,9358,5048,1026,971,578,1735
"2011","Bristol, City of","E06000023",349653,67004,77170,85818,63789,55872,210925,31371,62573,68410,43011,5560,138728,35633,14597,17408,20778,50312,5344,2706,945,804,622,267,21233,10951,3415,2686,2759,1422,9605,2637,1711,1619,2180,1458,6857,1482,1178,1107,1714,1376,4768,611,778,846,1331,1202,4119,303,629,753,1061,1373,15435,478,1888,2671,3254,7144,43329,80,767,3650,6207,32625,28038,16385,3286,3272,1650,3445
"2011","Cornwall","E06000052",442332,53627,53075,105382,115007,115241,246549,29594,42604,87144,74895,12312,195783,24033,10471,18238,40112,102929,4117,1451,568,782,900,416,20071,6601,2492,2940,5233,2805,11449,1494,1391,1745,4215,2604,8916,806,1009,1282,3331,2488,7259,339,703,951,2855,2411,6981,207,544,979,2590,2661,28335,306,1691,3140,7612,15586,84710,63,611,4488,11916,67632,23945,12766,1462,1931,1460,6326
"2011","Isles of Scilly","E06000053",1857,145,262,475,469,506,1344,124,244,449,391,136,513,21,18,26,78,370,13,2,0,4,4,3,72,10,7,8,20,27,32,2,5,2,7,16,9,0,0,0,6,3,22,0,1,5,6,10,23,0,1,0,6,16,67,0,2,2,12,51,253,0,2,4,15,232,22,7,0,1,2,12
"2011","North Somerset","E06000024",165914,18421,21054,42999,40807,42633,98256,11470,17562,36616,28078,4530,67658,6951,3492,6383,12729,38103,1548,449,226,303,367,203,5798,1278,780,969,1737,1034,4170,455,437,669,1534,1075,3237,225,326,450,1197,1039,2497,107,229,349,902,910,2353,83,162,312,781,1015,9850,88,596,1182,2285,5699,30466,19,219,1500,3463,25265,7739,4247,517,649,463,1863
"2011","Plymouth","E06000026",211502,39193,34290,50842,45462,41715,117891,18170,26605,40797,29234,3085,93611,21023,7685,10045,16228,38630,3244,1805,461,374,447,157,13003,6901,1786,1479,1959,878,6295,1639,1016,925,1796,919,4454,854,640,666,1392,902,3181,393,466,524,1010,788,2910,169,408,438,930,965,11087,240,1110,1678,2683,5376,34340,53,427,2418,5154,26288,15097,8969,1371,1543,857,2357
"2011","Poole","E06000029",121986,15098,17547,31098,28085,30158,72164,9175,14570,26258,19458,2703,49822,5923,2977,4840,8627,27455,1240,414,183,237,286,120,4760,1372,727,771,1131,759,2903,350,368,491,987,707,2229,192,265,368,762,642,1827,107,187,254,638,641,1671,44,148,251,537,691,6815,73,482,864,1509,3887,22322,22,190,1137,2468,18505,6055,3349,427,467,309,1503
"2011","South Gloucestershire","E06000025",212837,29518,31469,59421,48020,44409,137271,18369,26636,52196,35068,5002,75566,11149,4833,7225,12952,39407,2257,833,342,387,439,256,8202,2664,1120,1233,1935,1250,4794,591,654,760,1615,1174,3857,296,496,552,1320,1193,2909,138,293,407,997,1074,2654,85,236,380,782,1171,10537,104,695,1253,2237,6248,30286,15,249,1552,3190,25280,10070,6423,748,701,437,1761
"2011","Swindon","E06000030",167774,22690,30247,49537,36446,28854,109872,14168,25147,41989,25735,2833,57902,8522,5100,7548,10711,26021,1799,535,355,431,347,131,6125,1440,1083,1240,1616,746,4225,564,594,837,1350,880,3333,323,509,617,1071,813,2435,168,376,380,783,728,2128,104,281,357,650,736,8329,137,801,1360,1827,4204,20541,32,289,1448,2482,16290,8987,5219,812,878,585,1493
"2011","Torbay","E06000027",109290,12738,12840,25462,27396,30854,57396,7275,10105,20037,17185,2794,51894,5463,2735,5425,10211,28060,1006,291,147,241,231,96,4656,1221,574,881,1280,700,2999,383,338,528,1041,709,2246,191,216,375,817,647,1858,91,161,266,748,592,1731,66,150,236,614,665,7740,76,490,987,1904,4283,23343,16,202,1341,3132,18652,6315,3128,457,570,444,1716
